..\\QueryLibrary\\click_sing_off_request.h(41):     \r\n
..\\QueryLibrary\\click_sing_off_request.h(41): t=6834341ms: 1488-byte chunked response body for "http://localhost:1080/cgi-bin/nav.pl?in=home" (RelFrameId=1.1, Internal ID=2639)
..\\QueryLibrary\\click_sing_off_request.h(41):     <!DOCTYPE html\n
..\\QueryLibrary\\click_sing_off_request.h(41):     \tPUBLIC "-//W3C//DTD XHTML 1.0 Transitional//EN"\n
..\\QueryLibrary\\click_sing_off_request.h(41):     \t "http://www.w3.org/TR/xhtml1/DTD/xhtml1-transitional.dtd">\n
..\\QueryLibrary\\click_sing_off_request.h(41):     <html xmlns="http://www.w3.org/1999/xhtml" lang="en-US" xml:lang="en-US">\n
..\\QueryLibrary\\click_sing_off_request.h(41):     <head>\n
..\\QueryLibrary\\click_sing_off_request.h(41):     <title>Web Tours Navigation Bar</title>\n
..\\QueryLibrary\\click_sing_off_request.h(41):     <meta http-equiv="Content-Type" content="text/html; charset=iso-8859-1" />\n
..\\QueryLibrary\\click_sing_off_request.h(41):     </head>\n
..\\QueryLibrary\\click_sing_off_request.h(41):     <body bgcolor="#E0E7F1">\n
..\\QueryLibrary\\click_sing_off_request.h(41):     <style>\n
..\\QueryLibrary\\click_sing_off_request.h(41):     blockquote {font-family: tahoma; font-size : 10pt}\n
..\\QueryLibrary\\click_sing_off_request.h(41):     H1 {font-family: tahoma; font-size : 22pt; color: #993333}\n
..\\QueryLibrary\\click_sing_off_request.h(41):     H3 {font-family: tahoma; font-size : 10pt; color: black}\n
..\\QueryLibrary\\click_sing_off_request.h(41):     small {font-family: tahoma; font-size : 8pt}\n
..\\QueryLibrary\\click_sing_off_request.h(41):     </style>\n
..\\QueryLibrary\\click_sing_off_request.h(41):     <form method="post" action="/cgi-bin/login.pl" target="body">\n
..\\QueryLibrary\\click_sing_off_request.h(41):     <input type="hidden" name="userSession" value="129698.609315512zzHVDHcpcVzzzzzHtAAcipcDDD"
..\\QueryLibrary\\click_sing_off_request.h(41):     />\n
..\\QueryLibrary\\click_sing_off_request.h(41):     <table border="0"><tr><td>&nbsp;</td>\n
..\\QueryLibrary\\click_sing_off_request.h(41):     <td>&nbsp;</td></tr>\n
..\\QueryLibrary\\click_sing_off_request.h(41):     <tr><td>&nbsp;</td>\n
..\\QueryLibrary\\click_sing_off_request.h(41):     <td>&nbsp;</td></tr>\n
..\\QueryLibrary\\click_sing_off_request.h(41):     <tr><td>&nbsp;</td>\n
..\\QueryLibrary\\click_sing_off_request.h(41):     <td><small>&nbsp;Username</small></td></tr>\n
..\\QueryLibrary\\click_sing_off_request.h(41):     <tr><td>&nbsp;</td>\n
..\\QueryLibrary\\click_sing_off_request.h(41):     <td><input type="text" name="username" value="" size="14" maxlength="14"/></td></tr>\n
..\\QueryLibrary\\click_sing_off_request.h(41):     <tr><td>&nbsp;</td>\n
..\\QueryLibrary\\click_sing_off_request.h(41):     <td><small>&nbsp;Password</small></td>\n
..\\QueryLibrary\\click_sing_off_request.h(41):     <tr><td>&nbsp;</td>\n
..\\QueryLibrary\\click_sing_off_request.h(41):     <td><input type="password" name="password" value="" size="14" maxlength="14"/></td></tr>\n
..\\QueryLibrary\\click_sing_off_request.h(41):     <tr><td>&nbsp;</td>\n
..\\QueryLibrary\\click_sing_off_request.h(41):     <td>&nbsp;</td></tr>\n
..\\QueryLibrary\\click_sing_off_request.h(41):     <tr><td>&nbsp;</td>\n
..\\QueryLibrary\\click_sing_off_request.h(41):     <td><input type="image" name="login" value="Login" alt="Login" border="1" \n
..\\QueryLibrary\\click_sing_off_request.h(41):     src="/WebTours/images/mer_login.gif"/></td></tr>\n
..\\QueryLibrary\\click_sing_off_request.h(41):     <tr><td>&nbsp;</td><td>&nbsp;</td></tr>\n
..\\QueryLibrary\\click_sing_off_request.h(41):     </table><input type="hidden" name="JSFormSubmit" value="off"/>\n
..\\QueryLibrary\\click_sing_off_request.h(41):     </form>\n
..\\QueryLibrary\\click_sing_off_request.h(41):     \n
..\\QueryLibrary\\click_sing_off_request.h(41):     </body>\n
..\\QueryLibrary\\click_sing_off_request.h(41):     </html>\n
..\\QueryLibrary\\click_sing_off_request.h(41): Resource "http://localhost:1080/WebTours/images/mer_login.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
..\\QueryLibrary\\click_sing_off_request.h(41): t=6834342ms: 5-byte chunked response overhead for "http://localhost:1080/cgi-bin/nav.pl?in=home" (RelFrameId=1.1, Internal ID=2639)
..\\QueryLibrary\\click_sing_off_request.h(41):     0\r\n
..\\QueryLibrary\\click_sing_off_request.h(41):     \r\n
..\\QueryLibrary\\click_sing_off_request.h(41): Registered web_reg_find successful for "Text=Welcome to the Web Tours site." (count=1)  	[MsgId: MMSG-26364]
..\\QueryLibrary\\click_sing_off_request.h(41): web_url("welcome.pl") was successful, 2174 body bytes, 629 header bytes, 24 chunking overhead bytes  	[MsgId: MMSG-26385]
..\\QueryLibrary\\click_sing_off_request.h(51): web_add_auto_header("Sec-Fetch-Site") started  	[MsgId: MMSG-26355]
..\\QueryLibrary\\click_sing_off_request.h(51): web_add_auto_header("Sec-Fetch-Site") was successful  	[MsgId: MMSG-26392]
..\\QueryLibrary\\click_sing_off_request.h(54): web_add_auto_header("Sec-Fetch-Mode") started  	[MsgId: MMSG-26355]
..\\QueryLibrary\\click_sing_off_request.h(54): web_add_auto_header("Sec-Fetch-Mode") was successful  	[MsgId: MMSG-26392]
..\\QueryLibrary\\click_sing_off_request.h(57): web_add_auto_header("Sec-Fetch-Dest") started  	[MsgId: MMSG-26355]
..\\QueryLibrary\\click_sing_off_request.h(57): web_add_auto_header("Sec-Fetch-Dest") was successful  	[MsgId: MMSG-26392]
..\\QueryLibrary\\click_sing_off_request.h(60): Notify: Transaction "click_sing_off" ended with a "Pass" status (Duration: 5,0775 Think Time: 5,0008).	[MsgId: MMSG-16872]
Action.c(422): Notify: Transaction "UC_01_BuyingTicket" ended with a "Pass" status (Duration: 69,6937 Think Time: 30,0043).	[MsgId: MMSG-16872]
Ending action Action.	[MsgId: MMSG-15918]
Action was aborted.	[MsgId: MMSG-10694]
Ending Vuser...	[MsgId: MMSG-15966]
Starting action vuser_end.	[MsgId: MMSG-15919]
Ending action vuser_end.	[MsgId: MMSG-15918]
Vuser Terminated.	[MsgId: MMSG-15963]
Vuser 5 (thread 7764), ended OK."	[MsgId: MMSG-10695]
Action.c(244): web_add_auto_header("Sec-Fetch-Dest") started  	[MsgId: MMSG-26355]
Action.c(244): web_add_auto_header("Sec-Fetch-Dest") was successful  	[MsgId: MMSG-26392]
Action.c(247): web_add_auto_header("Sec-Fetch-Site") started  	[MsgId: MMSG-26355]
Action.c(247): web_add_auto_header("Sec-Fetch-Site") was successful  	[MsgId: MMSG-26392]
Action.c(250): web_add_auto_header("Sec-Fetch-Mode") started  	[MsgId: MMSG-26355]
Action.c(250): web_add_auto_header("Sec-Fetch-Mode") was successful  	[MsgId: MMSG-26392]
Action.c(253): web_add_auto_header("Sec-Fetch-Dest") started  	[MsgId: MMSG-26355]
Action.c(253): web_add_auto_header("Sec-Fetch-Dest") was successful  	[MsgId: MMSG-26392]
Action.c(256): web_add_header("Origin") started  	[MsgId: MMSG-26355]
Action.c(256): web_add_header("Origin") was successful  	[MsgId: MMSG-26392]
Action.c(259): web_add_auto_header("Sec-Fetch-Site") started  	[MsgId: MMSG-26355]
Action.c(259): web_add_auto_header("Sec-Fetch-Site") was successful  	[MsgId: MMSG-26392]
Action.c(262): web_add_header("Sec-Fetch-User") started  	[MsgId: MMSG-26355]
Action.c(262): web_add_header("Sec-Fetch-User") was successful  	[MsgId: MMSG-26392]
Action.c(265): web_add_header("Upgrade-Insecure-Requests") started  	[MsgId: MMSG-26355]
Action.c(265): web_add_header("Upgrade-Insecure-Requests") was successful  	[MsgId: MMSG-26392]
Action.c(274): Notify: Parameter Substitution: parameter "numPassengers" =  "4"	[MsgId: MMSG-13992]
Action.c(284): Notify: Next row for parameter firstName = 29 [table  = firstName].	[MsgId: MMSG-13876]
Action.c(284): Notify: Parameter Substitution: parameter "firstName" =  "Dabney"	[MsgId: MMSG-13992]
Action.c(284): Notify: Next row for parameter lastName = 29 [table  = lastName].	[MsgId: MMSG-13876]
Action.c(284): Notify: Parameter Substitution: parameter "lastName" =  "Dacono"	[MsgId: MMSG-13992]
Action.c(284): Notify: Next row for parameter homeAddress = 29 [table  = homeAddress].	[MsgId: MMSG-13876]
Action.c(284): Notify: Parameter Substitution: parameter "homeAddress" =  "County"	[MsgId: MMSG-13992]
Action.c(284): Notify: Next row for parameter homeCity = 29 [table  = homeCity].	[MsgId: MMSG-13876]
Action.c(284): Notify: Parameter Substitution: parameter "homeCity" =  "Davidson"	[MsgId: MMSG-13992]
Action.c(284): Notify: Next row for parameter creditCard = 29 [table  = creditCard].	[MsgId: MMSG-13876]
Action.c(284): Notify: Parameter Substitution: parameter "creditCard" =  "813278115283345"	[MsgId: MMSG-13992]
Action.c(284): Notify: Parameter Substitution: parameter "numPassengers" =  "4"	[MsgId: MMSG-13992]
Action.c(284): Notify: Parameter Substitution: parameter "seatType" =  "First"	[MsgId: MMSG-13992]
Action.c(284): Notify: Parameter Substitution: parameter "seatPref" =  "Window"	[MsgId: MMSG-13992]
Action.c(284): Notify: Next row for parameter firstName = 29 [table  = firstName].	[MsgId: MMSG-13876]
Action.c(284): Notify: Parameter Substitution: parameter "firstName" =  "Dabney"	[MsgId: MMSG-13992]
Action.c(284): Notify: Next row for parameter lastName = 29 [table  = lastName].	[MsgId: MMSG-13876]
Action.c(284): Notify: Parameter Substitution: parameter "lastName" =  "Dacono"	[MsgId: MMSG-13992]
Action.c(312): Notify: Next row for parameter firstNameAnotherPassenger = 25 [table  = firstNameAnotherPassenger].	[MsgId: MMSG-13876]
Action.c(312): Notify: Getting new value for parameter 'firstNameAnotherPassenger': table = '..\Parameters\user.dat' column = '2' row = '25'.	[MsgId: MMSG-13877]
Action.c(312): Notify: Parameter Substitution: parameter "firstNameAnotherPassenger" =  "Cacilie"	[MsgId: MMSG-13992]
Action.c(312): Notify: Next row for parameter lastNameAnotherPassenger = 46 [table  = lastNameAnotherPassenger].	[MsgId: MMSG-13876]
Action.c(312): Notify: Getting new value for parameter 'lastNameAnotherPassenger': table = '..\Parameters\user.dat' column = '3' row = '46'.	[MsgId: MMSG-13877]
Action.c(312): Notify: Parameter Substitution: parameter "lastNameAnotherPassenger" =  "Haddam"	[MsgId: MMSG-13992]
Action.c(312): Notify: Next row for parameter firstNameAnotherPassenger = 31 [table  = firstNameAnotherPassenger].	[MsgId: MMSG-13876]
Action.c(312): Notify: Getting new value for parameter 'firstNameAnotherPassenger': table = '..\Parameters\user.dat' column = '2' row = '31'.	[MsgId: MMSG-13877]
Action.c(312): Notify: Parameter Substitution: parameter "firstNameAnotherPassenger" =  "Eachern"	[MsgId: MMSG-13992]
Action.c(312): Notify: Next row for parameter lastNameAnotherPassenger = 31 [table  = lastNameAnotherPassenger].	[MsgId: MMSG-13876]
Action.c(312): Notify: Getting new value for parameter 'lastNameAnotherPassenger': table = '..\Parameters\user.dat' column = '3' row = '31'.	[MsgId: MMSG-13877]
Action.c(312): Notify: Parameter Substitution: parameter "lastNameAnotherPassenger" =  "Eagar"	[MsgId: MMSG-13992]
Action.c(312): Notify: Next row for parameter firstNameAnotherPassenger = 34 [table  = firstNameAnotherPassenger].	[MsgId: MMSG-13876]
Action.c(312): Notify: Getting new value for parameter 'firstNameAnotherPassenger': table = '..\Parameters\user.dat' column = '2' row = '34'.	[MsgId: MMSG-13877]
Action.c(312): Notify: Parameter Substitution: parameter "firstNameAnotherPassenger" =  "Eadie"	[MsgId: MMSG-13992]
Action.c(312): Notify: Next row for parameter lastNameAnotherPassenger = 3 [table  = lastNameAnotherPassenger].	[MsgId: MMSG-13876]
